id,question,answer1,answer2,answer3,answer4,correctAnswer,explanation,signId,image,chapter,isFailingPoint,newExplanation,isHard,isSaved,questionStatus
131,"Trên đường bộ ngoài khu vực đông dân cư, đường đôi có dải phân cách giữa (trừ đường cao tốc), loại xe nào tham gia giao thông với tốc độ tối đa cho phép là 70 km/h?","Ô tô buýt; ô tô đầu kéo kéo sơ mi rơ moóc; xe mô tô; ô tô chuyên dùng (trừ ô tô trộn vữa, ô tô trộn bê tông);","Ô tô kéo rơ moóc, ô tô kéo xe khác, xe gắn máy.","Ô tô chở người trên 30 chỗ (trừ ô tô buýt), ô tô tải có trọng tải trên 3.500 kg","Xe ô tô con, xe ô tô chở người đến 30 chỗ (trừ ô tô buýt), ô tô tải có trọng tải đến 3.500 kg.",1,"Đường có giải phân cách được xem là đường đôi.
Ngoài khu vực dân cư; đường đôi; đường một chiều có hai làn xe cơ giới trở lên: ô tô kéo rơ moóc 60km/h; mô tô, xe buýt, ô tô đầu kéo: 70km/h; xe trên 30 chỗ, xe tải trên 3,5 tấn: 80km/h; xe con, xe đến 30 chỗ, tải dưới 3,5 tấn: 90km/h.",,,1,,"- Xe máy chuyên dụng, xe gắn máy: luôn là 40 km/h

- Khu vực đông dân cư:
    Đường đôi, đường 1 chiều 2 làn xe trở lên: 
        + Toàn bộ phương tiện: 60 km/h 
    Đường hai chiều, đường 1 chiều có 1 làn xe: 
        + Toàn bộ phương tiện: 50 km/h 

- Ngoài khu vực đông dân cư:
    Đường đôi, đường 1 chiều 2 làn xe trở lên: 
        + Ô tô kéo rơ moóc, trộn bê tông: 60 km/h
        + Mô tô, đầu kéo, ô tô buýt: 70 km/h 
        + Ô tô trên 30 chỗ, tải trọng trên 3,5 tấn: 80 km/h 
        + Ô tô ĐẾN 30 chỗ, tải trọng nhỏ hơn 3,5 tấn: 90 km/h 
    Đường hai chiều, đường 1 chiều có 1 làn xe: 
        + Ô tô kéo rơ moóc, trộn bê tông: 50 km/h 
        + Mô tô, đầu kéo, ô tô buýt: 60 km/h 
        + Ô tô trên 30 chỗ, tải trọng trên 3,5 tấn: 70 km/h 
        + Ô tô ĐẾN 30 chỗ, tải trọng nhỏ hơn 3,5 tấn: 80 km/h",,,
132,"Trên đường bộ ngoài khu vực đông dân cư, đường đôi có dải phân cách giữa (trừ đường cao tốc), loại xe nào tham gia giao thông với tốc độ tối đa cho phép là 60 km/h?","Ô tô kéo rơ moóc, ô tô kéo xe khác, ô tô trộn vữa, ô tô trộn bê tông, ô tô xi téc.","Ô tô chở người trên 30 chỗ (trừ ô tô buýt), ô tô tải có trọng tải trên 3.500 kg.","Xe ô tô con, xe ô tô chở người đến 30 chỗ (trừ xe buýt), ô tô tải có trọng tải nhỏ hơn hoặc bằng 3.500 kg.",,1,"Đường có giải phân cách được xem là đường đôi.
Ngoài khu vực dân cư; đường đôi; đường một chiều có hai làn xe cơ giới trở lên: ô tô kéo rơ moóc 60km/h; mô tô, xe buýt, ô tô đầu kéo: 70km/h; xe trên 30 chỗ, xe tải trên 3,5 tấn: 80km/h; xe con, xe đến 30 chỗ, tải dưới 3,5 tấn: 90km/h.",,,1,,"- Xe máy chuyên dụng, xe gắn máy: luôn là 40 km/h

- Khu vực đông dân cư:
    Đường đôi, đường 1 chiều 2 làn xe trở lên: 
        + Toàn bộ phương tiện: 60 km/h 
    Đường hai chiều, đường 1 chiều có 1 làn xe: 
        + Toàn bộ phương tiện: 50 km/h 

- Ngoài khu vực đông dân cư:
    Đường đôi, đường 1 chiều 2 làn xe trở lên: 
        + Ô tô kéo rơ moóc, trộn bê tông: 60 km/h
        + Mô tô, đầu kéo, ô tô buýt: 70 km/h 
        + Ô tô trên 30 chỗ, tải trọng trên 3,5 tấn: 80 km/h 
        + Ô tô ĐẾN 30 chỗ, tải trọng nhỏ hơn 3,5 tấn: 90 km/h 
    Đường hai chiều, đường 1 chiều có 1 làn xe: 
        + Ô tô kéo rơ moóc, trộn bê tông: 50 km/h 
        + Mô tô, đầu kéo, ô tô buýt: 60 km/h 
        + Ô tô trên 30 chỗ, tải trọng trên 3,5 tấn: 70 km/h 
        + Ô tô ĐẾN 30 chỗ, tải trọng nhỏ hơn 3,5 tấn: 80 km/h",,,
133,"Trên đường bộ ngoài khu vực đông dân cư, đường hai chiều không có dải phân cách giữa; đường một chiều có một làn xe cơ giới (trừ đường cao tốc), loại xe nào tham gia giao thông với tốc độ tối đa cho phép là 80 km/h?","Ô tô kéo rơ moóc, ô tô kéo xe khác, xe gắn máy.","Ô tô chở người trên 30 chỗ (trừ ô tô buýt), ô tô tải có trọng tải trên 3.500 kg.","Xe ô tô con, xe ô tô chở người đến 30 chỗ (trừ xe buýt), ô tô tải có trọng tải nhỏ hơn hoặc bằng 3.500 kg.",,3,"Ngoài khu vực dân cư; đường hai chiều; đường một chiều có một làn xe: ô tô kéo rơ moóc 50km/h; mô tô, xe buýt, ôtô đầu kéo: 60 km/h; xe trên 30 chỗ, xe tải trên 3,5 tấn: 70 km/h; xe con, xe đến 30 chỗ, tải dưới 3,5 tấn: 80km/h.",,,1,,"- Xe máy chuyên dụng, xe gắn máy: luôn là 40 km/h

- Khu vực đông dân cư:
    Đường đôi, đường 1 chiều 2 làn xe trở lên: 
        + Toàn bộ phương tiện: 60 km/h 
    Đường hai chiều, đường 1 chiều có 1 làn xe: 
        + Toàn bộ phương tiện: 50 km/h 

- Ngoài khu vực đông dân cư:
    Đường đôi, đường 1 chiều 2 làn xe trở lên: 
        + Ô tô kéo rơ moóc, trộn bê tông: 60 km/h
        + Mô tô, đầu kéo, ô tô buýt: 70 km/h 
        + Ô tô trên 30 chỗ, tải trọng trên 3,5 tấn: 80 km/h 
        + Ô tô ĐẾN 30 chỗ, tải trọng nhỏ hơn 3,5 tấn: 90 km/h 
    Đường hai chiều, đường 1 chiều có 1 làn xe: 
        + Ô tô kéo rơ moóc, trộn bê tông: 50 km/h 
        + Mô tô, đầu kéo, ô tô buýt: 60 km/h 
        + Ô tô trên 30 chỗ, tải trọng trên 3,5 tấn: 70 km/h 
        + Ô tô ĐẾN 30 chỗ, tải trọng nhỏ hơn 3,5 tấn: 80 km/h",,,
134,"Trên đường bộ ngoài khu vực đông dân cư, đường hai chiều không có dải phân cách giữa; đường một chiều có một làn xe cơ giới (trừ đường cao tốc), loại xe nào tham gia giao thông với tốc độ tối đa cho phép là 70 km/h?","Ô tô kéo rơ moóc, ô tô kéo xe khác, xe gắn máy.","Ô tô chở người trên 30 chỗ (trừ ô tô buýt), ô tô tải có trọng tải trên 3.500 kg (trừ ô tô xi téc).","Xe ô tô con, xe ô tô chở người đến 30 chỗ (trừ xe buýt), ô tô tải có trọng tải nhỏ hơn hoặc bằng 3.500 kg.",,2,"Ngoài khu vực dân cư; đường hai chiều; đường một chiều có một làn xe: ô tô kéo rơ moóc 50km/h; mô tô, xe buýt, ôtô đầu kéo: 60 km/h; xe trên 30 chỗ, xe tải trên 3,5 tấn: 70 km/h; xe con, xe đến 30 chỗ, tải dưới 3,5 tấn: 80km/h.",,,1,,"- Xe máy chuyên dụng, xe gắn máy: luôn là 40 km/h

- Khu vực đông dân cư:
    Đường đôi, đường 1 chiều 2 làn xe trở lên: 
        + Toàn bộ phương tiện: 60 km/h 
    Đường hai chiều, đường 1 chiều có 1 làn xe: 
        + Toàn bộ phương tiện: 50 km/h 

- Ngoài khu vực đông dân cư:
    Đường đôi, đường 1 chiều 2 làn xe trở lên: 
        + Ô tô kéo rơ moóc, trộn bê tông: 60 km/h
        + Mô tô, đầu kéo, ô tô buýt: 70 km/h 
        + Ô tô trên 30 chỗ, tải trọng trên 3,5 tấn: 80 km/h 
        + Ô tô ĐẾN 30 chỗ, tải trọng nhỏ hơn 3,5 tấn: 90 km/h 
    Đường hai chiều, đường 1 chiều có 1 làn xe: 
        + Ô tô kéo rơ moóc, trộn bê tông: 50 km/h 
        + Mô tô, đầu kéo, ô tô buýt: 60 km/h 
        + Ô tô trên 30 chỗ, tải trọng trên 3,5 tấn: 70 km/h 
        + Ô tô ĐẾN 30 chỗ, tải trọng nhỏ hơn 3,5 tấn: 80 km/h",,,
135,"Trên đường bộ ngoài khu vực đông dân cư, đường hai chiều không có dải phân cách giữa; đường một chiều có một làn xe cơ giới trừ đường cao tốc, loại xe nào tham gia giao thông với tốc độ tối đa cho phép là 60 km/h?","Ô tô kéo rơ moóc, ô tô kéo xe khác, xe gắn máy.","Ô tô chở người trên 30 chỗ trừ ô tô buýt, ô tô tải có trọng tải trên 3.500 kg.","Ô tô buýt, ô tô đầu kéo kéo sơ mi rơ moóc, xe mô tô, ô tô chuyên dùng trừ ô tô trộn vữa, ô tô trộn bê tông.",,3,"Ngoài khu vực dân cư; đường hai chiều; đường một chiều có một làn xe: ô tô kéo rơ moóc 50km/h; mô tô, xe buýt, ôtô đầu kéo: 60 km/h; xe trên 30 chỗ, xe tải trên 3,5 tấn: 70 km/h; xe con, xe đến 30 chỗ, tải dưới 3,5 tấn: 80km/h.",,,1,,"- Xe máy chuyên dụng, xe gắn máy: luôn là 40 km/h

- Khu vực đông dân cư:
    Đường đôi, đường 1 chiều 2 làn xe trở lên: 
        + Toàn bộ phương tiện: 60 km/h 
    Đường hai chiều, đường 1 chiều có 1 làn xe: 
        + Toàn bộ phương tiện: 50 km/h 

- Ngoài khu vực đông dân cư:
    Đường đôi, đường 1 chiều 2 làn xe trở lên: 
        + Ô tô kéo rơ moóc, trộn bê tông: 60 km/h
        + Mô tô, đầu kéo, ô tô buýt: 70 km/h 
        + Ô tô trên 30 chỗ, tải trọng trên 3,5 tấn: 80 km/h 
        + Ô tô ĐẾN 30 chỗ, tải trọng nhỏ hơn 3,5 tấn: 90 km/h 
    Đường hai chiều, đường 1 chiều có 1 làn xe: 
        + Ô tô kéo rơ moóc, trộn bê tông: 50 km/h 
        + Mô tô, đầu kéo, ô tô buýt: 60 km/h 
        + Ô tô trên 30 chỗ, tải trọng trên 3,5 tấn: 70 km/h 
        + Ô tô ĐẾN 30 chỗ, tải trọng nhỏ hơn 3,5 tấn: 80 km/h",,,
136,"Trên đường bộ ngoài khu vực đông dân cư, đường hai chiều không có dải phân cách giữa; đường một chiều có một làn xe cơ giới (trừ đường cao tốc), loại xe nào tham gia giao thông với tốc độ tối đa cho phép là 50 km/h?","Ô tô kéo rơ moóc, ô tô kéo xe khác, xe gắn máy.","Ô tô chở người trên 30 chỗ (trừ ô tô buýt), ô tô tải có trọng tải trên 3.500 kg.","Ô tô kéo rơ moóc, ô tô kéo xe khác, ô tô trộn vữa, ô tô trộn bê tông, ô tô xi téc.",,3,"Ngoài khu vực dân cư; đường hai chiều; đường một chiều có một làn xe: ô tô kéo rơ moóc 50km/h; mô tô, xe buýt, ôtô đầu kéo: 60 km/h; xe trên 30 chỗ, xe tải trên 3,5 tấn: 70 km/h; xe con, xe đến 30 chỗ, tải dưới 3,5 tấn: 80km/h.",,,1,,"- Xe máy chuyên dụng, xe gắn máy: luôn là 40 km/h

- Khu vực đông dân cư:
    Đường đôi, đường 1 chiều 2 làn xe trở lên: 
        + Toàn bộ phương tiện: 60 km/h 
    Đường hai chiều, đường 1 chiều có 1 làn xe: 
        + Toàn bộ phương tiện: 50 km/h 

- Ngoài khu vực đông dân cư:
    Đường đôi, đường 1 chiều 2 làn xe trở lên: 
        + Ô tô kéo rơ moóc, trộn bê tông: 60 km/h
        + Mô tô, đầu kéo, ô tô buýt: 70 km/h 
        + Ô tô trên 30 chỗ, tải trọng trên 3,5 tấn: 80 km/h 
        + Ô tô ĐẾN 30 chỗ, tải trọng nhỏ hơn 3,5 tấn: 90 km/h 
    Đường hai chiều, đường 1 chiều có 1 làn xe: 
        + Ô tô kéo rơ moóc, trộn bê tông: 50 km/h 
        + Mô tô, đầu kéo, ô tô buýt: 60 km/h 
        + Ô tô trên 30 chỗ, tải trọng trên 3,5 tấn: 70 km/h 
        + Ô tô ĐẾN 30 chỗ, tải trọng nhỏ hơn 3,5 tấn: 80 km/h",1,,
137,"Khi tham gia giao thông trên đoạn đường không có biển báo ""Cự ly tối thiểu giữa hai xe"", với điều kiện mặt đường khô ráo, xe cơ giới đang chạy với tốc độ từ trên 60 km/h đến 80 km/h, người lái xe phải duy trì khoảng cách an toàn với xe đang chạy phía trước tối thiểu là bao nhiêu?",35 m.,55 m.,70 m.,,2,Khoảng cách an toàn: 60km/h: 35m; 60 đến 80km/h: 55m; 80 đến 100km/h: 70m; 100 đến 120km/h: 100m.,,,1,,"- Vận tốc 60 km/h: 35 mét.
- Vận tốc 60-80 km/h: 55 mét.
- Vận tốc 80-100 km/h: 70 mét.
- Vận tốc 100-120 km/h: 100 mét.",,,
138,"Khi tham gia giao thông trên đoạn đường không có biển báo ""Cự ly tối thiểu giữa hai xe"", với điều kiện mặt đường khô ráo, xe cơ giới đang chạy với tốc độ từ trên 80 km/h đến 100 km/h, người lái xe phải duy trì khoảng cách an toàn với xe đang chạy phía trước tối thiểu là bao nhiêu?",35 m.,55 m.,70 m.,,3,Khoảng cách an toàn: 60km/h: 35m; 60 đến 80km/h: 55m; 80 đến 100km/h: 70m; 100 đến 120km/h: 100m.,,,1,,"- Vận tốc 60 km/h: 35 mét.
- Vận tốc 60-80 km/h: 55 mét.
- Vận tốc 80-100 km/h: 70 mét.
- Vận tốc 100-120 km/h: 100 mét.",,,
139,"Khi tham gia giao thông trên đoạn đường không có biển báo ""Cự ly tối thiểu giữa hai xe"", với điều kiện mặt đường khô ráo, xe cơ giới đang chạy với tốc độ từ trên 100 km/h đến dưới 120 km/h, người lái xe phải duy trì khoảng cách an toàn với xe đang chạy phía trước tối thiểu là bao nhiêu?",55 m.,70 m.,100 m.,,3,Khoảng cách an toàn: 60km/h: 35m; 60 đến 80km/h: 55m; 80 đến 100km/h: 70m; 100 đến 120km/h: 100m.,,,1,,"- Vận tốc 60 km/h: 35 mét.
- Vận tốc 60-80 km/h: 55 mét.
- Vận tốc 80-100 km/h: 70 mét.
- Vận tốc 100-120 km/h: 100 mét.",,,
140,"Khi điều khiển xe chạy với tốc độ dưới 60 km/h, người lái xe phải chủ động điều khiển xe như thế nào để đảm bảo an toàn giao thông?",Chủ động giữ khoảng cách an toàn phù hợp với xe chạy liền trước xe của mình.,"Đảm bảo khoảng cách an toàn theo mật độ phương tiện, tình hình giao thông thực tế.",Cả ý 1 và ý 2.,,3,Khoảng cách an toàn dưới 60km/h: Chủ động và đảm bảo khoảng cách.,,,1,,"Ý 1 và 2 đều đúng, đảm bảo trật tự và an toàn giao thông.",,,
141,"Người lái xe phải giảm tốc độ thấp hơn tốc độ đến mức cần thiết, chú ý quan sát và chuẩn bị sẵn sàng những tình huống có thế xảy ra để phòng ngừa tai nạn trong các trường hợp nào dưới đây?",Gặp biển báo nguy hiểm trên đường.,Gặp biển chỉ dẫn trên đường.,Gặp biển báo hết mọi lệnh cấm.,Gặp biển báo hết hạn chế tốc độ tối đa cho phép.,1,"Giảm tốc độ, chú ý quan sát khi gặp biển báo nguy hiểm.",,,1,,"Biển báo nguy hiểm, hình tam giác, viền đỏ nền vàng.",,,
142,"Người lái xe phải giảm tốc độ, đi sát về bên phải của phần đường xe chạy trong các trường hợp nào dưới đây?",Khi vượt xe khác.,Khi vượt xe khác tại đoạn đường được phép vượt.,Khi xe sau xin vượt và đảm bảo an toàn.,Khi xe sau có tín hiệu vượt bên phải.,3,"Giảm tốc độ, đi sát về bên phải khi xe sau xin vượt.",,,1,,CHÚ Ý: phải ưu tiên đảm bảo an toàn khi nhường xe sau vượt.,,,
143,"Tại các điểm giao cắt giữa đường bộ và đường sắt, quyền ưu tiên thuộc về loại phương tiện nào dưới đây?",Xe cứu hỏa.,Xe cứu thương.,Phương tiện giao thông đường sắt.,"Ô tô, mô tô và xe máy chuyên dùng.",3,Điểm giao cắt đường sắt thì ưu tiên đường sắt.,,,1,1,Phương tiện đường sắt luôn luôn có độ ưu tiên cao nhất.,,,
144,"Các phương tiện tham gia giao thông đường bộ (kể cả những xe có quyền ưu tiên) đều phải dừng lại bên phải đường của mình và trước vạch ""dừng xe"" tại các điểm giao cắt giữa đường bộ và đường sắt khi có báo hiệu dừng nào dưới đây?",Hiệu lệnh của nhân viên gác chắn.,"Đèn đỏ sáng nháy, cờ đỏ, biển đỏ.","Còi, chuông kêu, chắn đã đóng.",Tất cả các ý trên.,4,,,,1,,"Phương tiện đường sắt luôn luôn có độ ưu tiên cao nhất. Các ý 1, 2 và 3 báo hiệu xe lửa sắp chạy cắt ngang.",,,
145,"Trên đoạn đường bộ giao nhau đồng mức với đường sắt, người không có nhiệm vụ có được tự ý mở chắn đường ngang khi chắn đã đóng hay không?",Không được phép.,Được phép nhưng phải đảm bảo an toàn.,Được phép tùy từng hoàn cảnh và điều kiện cụ thể.,,1,,,,1,1,Tuyệt đối CẤM tự ý mở chắn đường.,,,
